2018-01-10 15:18,https://newyork.craigslist.org/wch/egr/d/drafter-sketcher-wanted/6454949747.html,Drafter/Sketcher Wanted,Upon Experience,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
Busy HVAC company looking for an experienced drafter for ductwork and piping layout. Must know how to draw in AutoCAD.  HVAC estimating experience a plus. ,
,
-Full time position ,
-Paid holidays ,
-Paid Vacation ,
-Medical Benifits ,
-Retirement ,
-Competitive salary ,
,
Please email resumes by responding to this ad.    "
2018-01-10 16:26,https://newyork.craigslist.org/que/egr/d/wireless-rf-telecom/6455044603.html,Wireless/RF Telecom Technician (Bucket Truck Operator) in Queens,"$23.50 per hour day shift, $26 per hour night shift. Plus medical",full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
Wireless/RF Telecom Technician (Bucket Truck Operator) in NYC (Whitestone/Queens),
,
Compensation: $23.50 plus possible overtime and medical benefits. Night shift differential pay is $26 per hour.,
,
Employment type: full-time, 1 year contract,
,
THIS IS A NIGHT SHIFT POSITION. MUST BE ABLE TO WORK NIGHTS at least 50% of the time. Night differential pay of $26 per hour for night shift. $23.50 for day shift.,
,
Duties are to perform testing and integration of Wireless Telecommunications equipment in Wireless Hubs in the Greater NYC area. You will be operating a bucket truck and working on nodes while high up in the bucket. Must be comfortable with heights, working outside, and at night. ,
,
Requirements:,
,
-MUST have experience operating a bucket truck,
,
-Experience as a wireless/RF Technician,
,
-Schedule flexibility,
,
-40 hours a week and possibly overtime,
,
-Computer skills with Excel and email,
,
-Clean driving record,
,
-Comfortable using test equipment,
,
-Eager to learn and motivated.,
,
-Technical degree preferred or equivalent industry experience is acceptable,
,
• Must be familiar with hand tools,
,
• Must be at least 25 years old to operate the truck,
,
• Okay with driving for 8 hours + sometimes,
,
• Cannot be afraid of heights,
,
• Must be not be afraid to drive a large truck.,
,
This position requires a good amount of climbing in and out of the truck and into the bucket. Candidate will be required to wear a safety harness.,
,
Must be able to pass drug test and background check,
,
Please reply with resume attached.,
,
Job Types: Full-time, Contract,
,
Salary: $23.50 to $26.00 /hour    "
2018-01-10 10:55,https://newyork.craigslist.org/que/egr/d/construction-site-safety/6454549688.html,Construction Site Safety Monitor Wanted - Consultant / Part Time,Depends on Experience,employee's choice,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
JOB SUMMARY:,
,
Experienced Part Time or Retired Site Safety Professional Wanted for consulting work ASAP! Approximately 20 - 30 hours per month.  This is a 1099 independent contractor position.,
,
Credentials: OSHA 10/30 & Scaffold, Site Safety Manager Certification (SSM), Certified Safety Professional (CSP), or other relevant credentials (Preferred),
,
Responsibilities include:,
•	Monitoring the implementation of Safety and Health policies, procedures, and Safety related programs of contractors currently working at PANYNJ - La Guardia. ,
,
•	Monitors job sites for adherence to client's safety practices and policies. Identify potential OSHA violations, liability issues, and risk exposures.,
,
•	Perform safety compliance monitoring and write up reports stating observations and recommendations that may help our client reduce construction site risk to employees. ,
,
•	Anticipated work load: Initial ""ramp up"" period 40 hours on site, then two site visits per month with two corresponding reports.,
,
ESSENTIAL FUNCTIONS:,
1. Monitor the development of safety and health policies, practices and procedures in compliance with governmental regulations including Federal, State, and Local laws and regulations, including, but not limited to OSHA.,
,
2. Provide guidance and best practices to personnel regarding facility specific issues relative to safety, environmental, and health programs and practices.,
,
3. Provide leadership and guidance to site production management, supervision and employees. ,
,
4. Act as a contact for job sites regarding matters involving safety, environmental, and health. ,
,
5. Inspect all worksites by visual observation to observe and report on potential violations of occupational safety, company policy, NAVSEA Standard Items, and OSHA.,
,
6. Document violations identified through electronic media and distribute to responsible parties and management personnel.,
,
7. Investigate occupational accidents and injuries to determine the cause of the accidents/injuries and ensure all required investigation forms are completed and submitted on time.,
,
8. Distribute and post safety awareness information.,
,
9. Perform other duties as assigned by supervisor.,
,
QUALIFICATIONS:,
1. Minimum five years experience in construction safety industry, ten or more years of construction experience preferred; however, will accept qualified candidates with less experience.,
,
2. Strong verbal, written, analytical, and persuasive skills and the ability to interact effectively with all levels of employees and management.,
,
3. Ability to discuss standard safety policy and procedures, and oversee team of site safety professionals.,
,
4. Knowledge of occupational hazards and safety precautions applicable to a variety of construction industry worksites.,
,
5. Ability to communicate effectively, both written and oral.,
,
6. Proficient knowledge of MS Word, Outlook, and Excel.,
,
7. Must have reliable transportation, a valid drivers license, current auto insurance, computer with printer and scanner.,
,
8. Must be able to pass drug test, government background check, and obtain SWAC clearance (www.secureworker.com).  A current TWIC/SIDA or other government security clearance card might also suffice.,
,
9. Available to be on-site as needed.  Must be reliable, able to work remotely, independently and able to meet due dates.,
EOE/AA/M/F/Disability/Vet,
,
    "
2018-01-10 10:48,https://newyork.craigslist.org/mnh/egr/d/structural-engineering-firm/6454540589.html,Structural Engineering Firm Seeks Engineers,TBD,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
Structural Engineering Firm Seeks Engineers,
,
Rodney D. Gibble Consulting Engineers is seeking engineers to join its team of skilled and motivated professionals. Manage new construction and retrofit projects from start to finish and see your work constructed in the field. We offer leadership and growth opportunities to candidates with excellent technical and communication skills. ,
,
        Applicant requirements:,
,
•	BSCE with structural engineering emphasis, MS preferred,
•	Thorough understanding of structural and architectural construction documents,
•	Experience with RISA, SAFE, TEDDS or similar structural engineering software,
•	Thorough working knowledge of AutoCAD, experience with Revit is a plus,
•	Excellent communication skills, both speaking and writing,
,
        Our 20-year-old firm offers candidates:,
,
•	Top pay with excellent benefits,
•	An opportunity to gain experience with diverse projects ranging from small renovations of historic buildings to new multi-,
        story developments,
•	The opportunity to gain experience with a variety of building structural systems and materials,
•	Collaboration with top architects, owners and contractors,
•	The advancement potential of a growing company,
•	A friendly atmosphere that a large company cannot offer,
•	Convenient location in the historic Flatiron District just seconds away from subway stations and PATH trains,
,
,
We welcome resumes and cover letters from qualified individuals.,
,
*No calls, please.*    "
2018-01-09 00:04,https://newyork.craigslist.org/mnh/egr/d/project-architect-wanted/6452999443.html,PROJECT ARCHITECT WANTED - PREMIER DESIGN/BUILD,Completely dependant on the candidates qualifications and experience as discussed above,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
**apologies - we posted this ad a few weeks ago and we couldn't retrieve the responses. If you previously applied, please do send your information back again for us to review.   Thanks!!,
,
We are New York City's premier Design/Build firm at the high end and we are seeking to hire a full-time Project Architect to work on a variety of high-end residential projects.,
,
For the Project Architect's position in New York City, the applicant must have extensive professional experience and knowledge of residential detailing, shop drawings and superior AutoCAD skills. The qualified candidates will need to be enthusiastic, hard working, well-organized and highly motivated w/excellent verbal and written communications skills.  We call this from Cradle to College so that the project architect is involved in every facet of the project - right through the move in.,
,
Candidates will work directly with the firm's principal and project team to produce highly detailed designs, construction documents and manage all aspects of the projects during construction. Supervision available to assist w/completion of NCARB Intern Development Program.  IF YOU ARE LICENSED AND HAVE EXPERIENCE IN THE ENTIRE PROCESS OF ALL THAT IS LANDMARKS AND THE NYC DOB, WE WOULD GIVE THAT ADDITIONAL CONSIDERATION AS WELL AS COMPENSATION WEIGHT IN OUR DISCUSSION WITH YOU.,
,
QUALIFICATIONS,
,
- Professional Undergraduate or Master's Degree in Architecture,
- Minimum (3) Years of Experience in High-end Residential Construction & Detailing,
- Technical Expertise in AutoCAD & Expansive Construction Documents Experience,
- Proficiency in Adobe Photoshop & 3D Modeling advantageous,
- A minimum of (2) professional references.,
-Candidates must confirm eligibility/qualifications to work in United States    "
2018-01-10 09:57,https://newyork.craigslist.org/mnh/egr/d/revit-modeler/6454475219.html,REVIT MODELER,TOP DOLLAR OFFERED,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
For almost 50 years Ettinger Engineering Associates, a premier MEP/FP consulting engineering firm has been partnering with select developers, architects, institutions and municipal agencies to provide exceptional building design and application services. Currently we have an opportunity for a REVIT MODELER.,
,
You will work closely with Senior Engineers to develop Engineering projects utilizing REVIT software to model and draw MEP contract documents suitable for distribution to clients. ,
,
Minimum of 2-5 years of project experience in REVIT modeling for MEP building systems.  Must be able to read architectural drawings. Ability to create entire building package desirable. ,
,
Candidates experienced in Plumbing and Sprinkler design strongly preferred.,
,
Come join Ettinger Engineering and work in a growing, fast-paced, open/friendly environment where there is growth potential and your contributions are always recognized.,
,
Send resume with minimum salary requirements.,
Label resume file with your full name. ,
,
Candidates must be authorized to work in USA,
,
Visit our new website at:,
,http://www.ettingerengineering.com/,
,
Read about our Company Culture at:,
,http://www.ettingerengineering.com/culture.php,
,
EOE,
NO PHONE CALLS,
    "
2018-01-10 11:30,https://newyork.craigslist.org/brk/egr/d/seeking-full-time-structural/6454601265.html,Seeking Full Time Structural Engineer,Based on Experience,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
,
 ,
,
Seeking a full time structural engineer:,
,
EOC-NY is a multifaceted, full-service engineering and consulting firm providing structural, architectural, and geotechnical services for an array of restoration and new construction applications. We are always looking for diverse, passionate, and talented individuals. We believe that an open and transparent office environment facilitates ingenuity and progress. New ideas are always welcomed.,
,
At present, we are seeking a full time structural engineer to take on variety of tasks including developing calculation reports, drawings, & specifications, as well as performing field inspections. The position offers benefits, health insurance ,bonus incentive and overtime rate for working over 40 hr.'s a week.,
,
Qualifications:,
,
·       MS in civil with emphasis in structural, and/or geotech,
,
·       Strong command of fundamental structural engineering principles,
,
·       Work experience related to historic restoration, building facades, and temporary structures.,
,
·       Well organized and self-disciplined with good independent problem solving skills,
,
·       Excellent written and verbal communication skills,
,
·       Knowledge of current design codes and standards ,
,
·       Ability to work successfully in a collaborative team oriented environment,
,
·       Proficient in MS office and standard drafting softwares (Revit/AutoCAD),
,
·       Finite element analysis experience is required,
,
·       Ability to prepare structural drawing sets for schematic, design development and construction phases of projects,
,
·       A  min of 4 year of relevant work experience w/ FE certification is required,
,
·       Ability to take advice and constructive criticism, as well as to offer it,
,
Hours & Location:,
,
40 hr.'s /week @ 128 32nd Street Suite 102, Brooklyn, NY 11232,
,
Compensation:,
,
Salary based on experience,
,
    "
2018-01-09 10:42,https://newyork.craigslist.org/mnh/egr/d/architectural-designer/6453296484.html,Architectural Designer,$65-90K plus full company benefits.  Salary level is commensurate to experience.,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
Renowned Architectural design office is looking to hire a Design Associate with 3+ years of professional experience to work on various large-scale international and cultural/institutional projects. This role will be part of a team working directly with the Studio Head to develop new design concepts primarily through SD and DD phases as well as coordination through CD and CA phases.  Candidates must be proficient using REVIT software and BIM technology.  B.ARCH or M.ARCH degree (or equivalent degree) is required.  Salary is very flexible depending on level of experience.  Qualified candidates should reply with resume, work samples, and salary expectations.    "
2018-01-09 11:06,https://newyork.craigslist.org/mnh/egr/d/intermediate-sr-project/6453328893.html,Intermediate - Sr. Project Designer/Architect,Competitive base + top benefits. Discretionary bonus.,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
Award winning Architectural design practice, dedicated to large scale urban works ranging from cultural to mixed-use, seeks Intermediate to Sr. level Project Designer/Architect. Will work on small team, in early phases of a large scale (500K GSF) mixed-use tower (hotel, retail, residential). Must be able to show portfolio of compelling conceptual work (academic and/or competition), demonstrated ability to carry work through highly articulated DD level or full construction documents. Must have a strong interest in seeing work through construction, contributing to every phase, learning and participating in the ""full process of building and competing work"". ,
,
BArch (minimum), 5 - 10+ years experience, Revit, required.    "
2018-01-09 11:37,https://newyork.craigslist.org/brk/egr/d/part-time-drafts-person/6453373074.html,Part time Drafts person,compensation based on experience,part-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
Cutting edge, high end custom furniture company seeking part-time draftsperson.,
,
,
2-3 days a week working alongside lead design.,
,
,
Ideal candidate is self motivated with furniture design interest or background. Professional, punctual and able to meet deadlines within a fast paced environment. ,
,
,
Construction or building background preferred.,
,
,
Proficiency in Sketchup a must. Job will entail utilizing Sketchup Layout to take existing concepts and create detailed shop drawings to be submitted for approvals and fabrication.,
,
Working knowledge of AutoCAD. Candidate will be required to interpret blueprints and architectural drawings. ,
,
Applicant will submit a resume and sample portfolio in single PDF format. ,
,
    "
